"x"
"1",0.94701071415278
"2",2.22091560334805
"3",23.5226534699578
"4",28.3883956558092
"5",3.79790061712551
"6",1.0734944888253
"7",1.88248106819088
"8",1.79428099940521
"9",0.466627113643222
"10",0.443554537411418
"11",0.19470696033939
"12",1.21548166114288
"x"
"1",0.125473854608697
"2",0.191127746725662
"3",0.207276357264418
"4",0.277153780883154
"5",0.330119876508911
"6",0.205583718232192
"7",0.314786849783259
"8",0.37383732069585
"9",0.0702492442949167
"10",0.0423981382620271
"11",0.0388917448556033
"12",0.128401878709473
"x"
"1",0.5
"2",0.5
"3",0.5
"4",0.5
"5",0.5
"6",0.5
"7",0.5
"8",0.5
"9",0.5
"10",0.5
"11",0.5
"12",0.5
"x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"x"
"1",0.93038970329642
"2",0.942072184070839
"3",0.948683298050514
"4",0.935414346693485
"5",0.858778201865883
"6",0.897914249803399
"7",0.855131568824353
"8",0.860595723902925
"9",0.973075022801428
"10",0.984250984251476
"11",0.984250984251476
"12",0.961769203083567
"x"
"1",0.372446004663698
"2",0.475009521051048
"3",0.699398585806798
"4",0.687180100192215
"5",0.309370886357798
"6",0.0563543276966591
"7",0.247563382185693
"8",0.274821420661027
"9",0.116471334726784
"10",0.0181818181818182
"11",0.00336700336700337
"12",0.382791959283516
"x"
"1",2.4057263730322
"2",6.10225020366161
"3",73.5923026879975
"4",79.7636115776303
"5",6.92888627341006
"6",2.25868510102255
"7",3.36337439939884
"8",3.28745245682883
"9",1.97689062100896
"10",2.46358445583885
"11",1.08158830447471
"12",4.24293278297868
